	0.5	1.0	1.5	2.0	2.5	3.0	3.5
0	0.5	0.5	0.5	0.5	0.5	0.5	0.5
1	0.125	0.25	0.375	0.5	0.625	0.75	0.875
2	0.0546875	0.1875	0.3515625	0.5	0.5859375	0.5625	0.3828125
3	0.025848388671875	0.15234375	0.341949462890625	0.5	0.606536865234375	0.73828125	0.826934814453125
4	0.012590124737471342	0.1291351318359375	0.3375300415791571	0.5	0.5966247408650815	0.5796661376953125	0.5008976948447526
5	0.006215806748283127	0.11245924956165254	0.3354052689160944	0.5	0.6016591486318896	0.7309599195141345	0.87499717950388
6	0.0030885852473755623	0.09981216674968249	0.33436286174912516	0.5	0.5991635437485985	0.5899725467340735	0.3828199037744718
7	0.0015395229442726282	0.08984969811841606	0.3338465076480908	0.5	0.6004164789780495	0.7257148225025549	0.826940887670016
8	0.0007685764066883431	0.08177672986644556	0.33358952546889614	0.5	0.5997913268741273	0.5971584567079203	0.500883795893397
9	0.00038399284849771257	0.07508929631879595	0.3334613309494993	0.5	0.6001042277017528	0.7216807028704055	0.8749972661668659
10	0.0001919226989950076	0.06945089389714401	0.3333973075663317	0.5	0.599947858990589	0.6025729979246489	0.38281967628581853
11	9.594293233630902e-05	0.06462746723403166	0.33336531431077876	0.5	0.6000260637079934	0.7184363402902498	0.8269407010698389
12	4.7966863645021866e-05	0.06045075771294583	0.3333493222878816	0.5	0.5999869664477111	0.6068566957218066	0.5008842229438679
13	2.3982281412506963e-05	0.05679646360487655	0.33334132742713746	0.5	0.6000065163514607	0.7157449397382518	0.8749972635242493
14	1.1990853131342606e-05	0.05357062532685648	0.33333733028437706	0.5	0.5999967417181126	0.6103623629320143	0.3828196832226365
15	5.9953546753918944e-06	0.05070081342894604	0.33333533178489183	0.5	0.6000016291144027	0.713460446544187	0.8269407067598487
16	2.9976593655571054e-06	0.04813024094658925	0.33333433255312184	0.5	0.5999991854361636	0.6133039132834688	0.5008842099217973
17	1.4988251897977167e-06	0.04581372085301251	0.33333383294172997	0.5	0.6000004072802594	0.7114866697039566	0.8749972636048496
18	7.494114716603835e-07	0.04371482383461476	0.3333335831371573	0.5	0.5999997963594557	0.6158201656125887	0.3828196830110622
19	3.747054550214148e-07	0.041803838011723354	0.33333345823515165	0.5	0.6000001018201685	0.7097570677124175	0.8269407065863021
